gloss,spoken
"연구실 충돌 해결하다 . > 연구실에서의 충돌을 해결하려고 해요.
영어 발표 준비 하다 ? > 영어 발표 준비 했어요?
코로나 바이러스 확진자 수 증가하다 있다 . > 코로나 바이러스 확진자 수가 증가하고 있다.
월요일 고기 구워 먹다 . > ",월요일마다 고기를 구워 먹는다.
"주문 더 없다 . > 더 이상 주문할 게 없어.
병실 이동하다 ? > 병실로 이동해야 해요?
그거 듣다 ? 진짜 놀라다 ! > 그거 들어봤어? 진짜 놀라워.
언제 퇴원하다 ? > ",언제 퇴원할 수 있을까요?
"기내 면세품 구입 하다 . > 기내에서 면세품 구입할 거야.
그 기억 나 크다 힘 되다 . > 그 기억은 나에게 큰 힘이 돼.
너 잘 지내다 ? > 너 잘 지냈어?
행복 스스로 만들다 것이다 . > ",행복은 스스로 만드는 거야
"집 요리 실험 하다 보다 . > 집에서 요리 실험을 해봤다.
시험 범위 어디 까지 ? > 시험 범위 어디까지에요?
최근 듣다 음악 있다 ? > 최근에 듣는 음악 있어?
재발 방지 주의사항 무엇 ? > ",재발 방지를 위한 주의사항은 뭐에요?
"커피 한 잔 여유 필요하다 . > 커피 한 잔의 여유가 필요해
여행 경비 얼마 사용 ? > 여행 경비 얼마나 들었어요?
비행기 Wi-Fi 서비스 제공되다 ? > 비행기에 Wi-Fi 서비스 제공되나요?
전선 불타다 ! > ",전선이 불타고 있어!
"청각장애인 위한 시설 있나요 ? > 청각장애인을 위한 특별한 시설이 있나요?
농인 커뮤니티 함께 행사 열리다 . > 농인 커뮤니티와 함께하는 행사가 열렸다.
논문 피드백 언제 받다 ? > 논문 피드백 언제 받을 수 있어요?
너무 피곤하다 자다 싶다 . > ",너무 피곤해서 자고 싶다
"주변 안전하다 곳 찾다 . > 주변에 안전한 곳을 찾아요.
새롭다 신발 발 딱 맞다 . > 새로 산 신발이 발에 딱 맞았다.
화학 실험 중 손 다치다 . > 화학 실험 도중에 손을 다쳤어.
독서실 공부하다 . > ",독서실에서 공부하려고 해요.
"인생 목표 향하다 달리다 가다 . > 인생의 목표를 향해 달려가
그 밤하늘 별 즐기다 . > 그와 밤하늘의 별을 즐겼다.
비자 받다 ? > 비자 발급받았어?
병원비 얼마 들다 ? > ",병원비가 얼마나 들어가나요?
"학점 어떻다 계산 ? > 학점은 어떻게 계산해요?
프레임워크 업데이트 하다 . > 프레임워크 업데이트 했어.
아이 사이좋다 놀다 있다 . > 아이가 사이좋게 놀고 있어.
맞춤 제작 가능 ? > ",맞춤 제작도 가능한가요?
"지도 교수님 메일 보내다 . > 지도 교수님께 메일 보냈어요.
그 신발 예쁘다 . > 저 신발 너무 예쁘다.
성과 통해 회사 방향성 잡다 . > 성과를 통해 회사의 방향성을 잡을 거에요.
우체국 보내다 편지 언제 도착하다 ? > ",우체국에서 보낸 편지는 언제 도착하나?
"다치다 않다 조심하다 . > 다치지 않게 조심하세요.
스위스 알프스 산맥 아름답다 . > 스위스의 알프스 산맥은 숨막히게 아름다웠어.
냉면 여름 자주 먹다 . > 냉면은 여름에 자주 먹는다.
너 무엇 알다 그렇다 ? > ",네가 뭘 안다고 그래?
"세계 수많다 미해결 미스터리 있다 . > 세계에는 수많은 미해결의 미스터리가 있어
친구 같이 영화 보다 . > 친구와 함께 영화를 봤다.
인터뷰 질문 몇 개 하다 ? > 인터뷰 질문 몇 개 해도 되나요?
오늘 택시 운행하다 분 많다 ? > ",오늘 택시 운행하는 분들 많나요?
"밥 무엇 하다 ? > 밥은 뭐로 할까?
친구 주말 쇼핑 가다 . > 친구와 주말마다 쇼핑을 가
휴식 충분하다 취하다 해요 . > 휴식은 충분히 취하셔야 해요.
냅킨 더 주다 가능 ? > ",냅킨을 더 주실 수 있을까요?
"사이트 팝업 창 계속 뜨다 . > 사이트에서 팝업 창이 계속 뜨는데요.
졸업 작품 준비 중 . > 졸업 작품 준비 중이에요.
빵 만들다 나 새로운 취미 있다 . > 빵 만들기는 나의 새로운 취미야.
광개토대왕 어떤 업적 유명하다 ? > ",광개토대왕은 어떤 업적으로 유명해졌나요?
"물 한 병 주다 . > 물을 한 병 주세요.
자동차 경주 보다 흥미진진하다 . > 자동차 경주를 보는 것은 정말 흥미진진해.
도메인 이름 어디서 구입하다 ? > 도메인 이름을 어디서 구입하나요?
지진 일어나다 ! > ",지진이 일어났어!
"여기 약간 더 앞 가다 . > 여기서 약간만 더 앞으로 가주세요.
도서관 책 빌리다 가능 ? > 도서관에서 책 빌릴 수 있어?
천둥소리 빗물 들어오다 ! > 천둥소리와 함께 빗물이 들어와요!
저번 경기 리플레이 언제 보다 ? > ",저번 경기의 리플레이 언제 볼 수 있어요?
"저기 소리 나다 ? > 저기서 무슨 소리 나?
스테이크 미디움 구워 주다 . > 스테이크는 미디움으로 구워주세요.
주말 쇼핑하다 가다 . > 주말에 쇼핑하러 가려고요.
그 책 읽다 습관 갖다 . > ",그는 책을 읽는 습관을 갖고 있다.
"오스트레일리아 그레이트 배리어 리프 다이빙하다 . > 오스트레일리아의 그레이트 배리어 리프에서 다이빙했어.
날씨 덥다 아이스크림 먹다 . > 날씨가 더워서 아이스크림 먹었어.
청소기 켜다 집 청소하다 . > 청소기를 켜서 집을 청소했어
비행기 남다 짐 있다 . > ",비행기에 남아있는 짐이 있어요.
"성과보고서 작성하다 . > 성과보고서를 작성해야 돼요.
중학교 선택 어떻다 하다 ? > 중학교 선택 어떻게 했어요?
이 근처 주차장 있다 ? > 이 근처에 주차장이 있나요?
이번 휴가 여행 가다 있다 . > ",이번 휴가에는 여행 가려고 해.
"나도 모르다 . > 나도 모르겠어
데이터베이스 연결 문제 있다 . > 데이터베이스 연결에 문제가 있어.
편지 우체국 바로 보내다 가능 . > 편지를 우체국에서 바로 보낼 수 있어.
나 새 키우다 싶다 . > ",나는 새를 키우고 싶어
"그리스 오래되다 신화 느끼다 . > 그리스에서는 오래된 신화를 느꼈어.
검진 패키지 정보 알리다 . > 검진 패키지 정보를 알려주세요.
이 곳 처음이다 . > 이 곳은 처음이야
인생 짧다 . > ",인생은 짧아
"밤 주차장 이용 가능 ? > 밤에도 주차장 이용이 가능한가요?
수업 중 채팅 하다 안하다 . > 수업 중에는 채팅을 하지 말아야 해.
저녁 운동 1시간하다 . > 저녁에는 운동을 한 시간 해
이번 출장 3일 동안 . > ",이번 출장은 3일 동안입니다.
"그 게임 동료 찾다 ? > 그 게임 동료 찾아?
저녁 무엇 먹다 ? > 저녁에 뭐 먹을거야?
우리 집 고양이 노란색이다 . > 우리 집 고양이는 노란색이야
출장 때 비행기 표 언제 예약 ? > ",출장 때 비행기 표는 언제 예약해야 하나요?
"왜 그렇게 말하다 ? > 왜 그렇게 말했어?
새 매일 노래 부르다 . > 새는 매일 노래 부러
그 요리 만들다 . > 그와 함께 요리를 만들었다.
방화문 닫다 . > ",방화문을 닫아주세요.
"그것 왜 모르다 ? > 그걸 왜 몰랐을까?
몰디브 투명하다 바다 스노클링 즐기다 . > 몰디브의 투명한 바다에서 스노클링을 즐겼어.
요리사 맛있다 음식 만들다 . > 요리사는 맛있는 음식을 만든다.
타기 전 교통카드 찍다 하다 ? > ",타기 전에 교통카드를 찍어야 하나요?
"정의 무엇 탐구하다 어렵다 . > 정의란 무엇인가를 탐구하는 것은 어려워.
그 사람 어떻게 알다 ? > 그 사람 어떻게 알아?
곧 저녁 6시 되다 준비하다 . > 곧 저녁 6시가 되니까 준비해
자신 믿다 . > ",자신을 믿어
"집 앞 마트 할인 행사 하다 . > 집 앞 마트에서 할인 행사를 했다.
수화 통역사 필요하다 . > 수화 통역사가 필요해요.
점심 12시 회의 있다 . > 점심 12시에 회의가 있어
식물 물 주다 . > ",식물에 물을 주어야지
"약속 시간 비 오다 것 같다 . > 약속 시간에 비가 올 것 같아
연극 보다 가다 너무 감동적 . > 연극을 보러 갔는데 너무 감동적이었다.
의회 새로운 법안 통과되다 . > 의회에서 새로운 법안이 통과됐습니다.
넷플릭스 자막 설정 어떻게 바꾸다 ? > ",넷플릭스 자막 설정 어떻게 바꿔?
"세상 아직 모르다 것 너무 많다 . > 세상에는 아직 모르는 것이 너무 많아
오늘 넷플릭스 새 영화 업데이트 ? > 오늘 넷플릭스에 새로운 영화 업데이트 됐어?
복지팀 이벤트 준비 중 . > 복지팀에서 이벤트를 준비 중이야.
날씨 때문 기운 없다 . > ",날씨 때문에 기운이 없어.
"약속 바꾸다 것 같다 . > 약속 변경해야 할 것 같아
생일 축하 사람 모이다 . > 생일 축하하는 사람들이 모였다.
출장 동안 사무실 일 어떻게 처리 ? > 출장 동안 사무실 일은 어떻게 처리하나요?
동생 언제 오다 ? > ",동생이 언제 돌아와?
"모든 순간 소중하다 . > 모든 순간이 소중해
그 추억 속 나 행복하다 . > 그 추억 속에서 나는 행복했어.
그 매주 새로운 책 시작 하다 . > 그는 매주 새로운 책을 시작한다.
사회생활 관계 관리 어렵다 . > ",사회생활에서의 관계 관리는 어려워.
"사진 학교 등록 하다 . > 사진학교에 등록했다.
이 사건 어떻게 생각 ? > 이 사건 대해 어떻게 생각하시나요?
오늘 가족 모임 시간 언제 ? > 오늘 가족 모임 있잖아, 시간 언제였지?
그녀 학생 실험 기법 가르치다 주다 있다 . > ",그녀는 학생들에게 실험 기법을 가르쳐 주고 있다.
"사내 연애 금지이다 ? > 사내 연애는 금지인가요?
오늘 나 생일 . > 오늘은 내 생일이다.
1월 1일 새해이다 . > 1월 1일은 새해야
너도 나만큼 솔직하다 않다 . > ",너도 나만큼 솔직하지 못하네.
"쇼핑 가다 . > 쇼핑하러 가자
버스 좌석 물건 놓다 내리다 . > 버스 좌석에 물건을 놓고 내렸어요.
대형 차량 주차 별도 비용 발생 ? > 대형 차량 주차는 별도의 비용이 발생하나요?
그 유명하다 작가 로 알리다 있다 . > ",그는 유명한 작가로 알려져 있다.
"희망 가지다 살다 삶 밝다 . > 희망을 가지고 살면 삶이 밝아져.
숲 나뭇잎 바람소리 듣다 . > 숲에서 나뭇잎의 바람소리를 들었다.
인터넷 전화 서비스 사용하다 어떤 것 필요하다 ? > 인터넷 전화 서비스를 사용하려면 어떤 것이 필요해요?
부산역 가다 . > ",부산역으로 가주세요.
"가족 생일 파티 놀이공원 모이다 . > 가족들이 생일 파티를 위해 놀이공원에 모였다.
착륙 때 귀 막히다 . > 착륙할 때 귀가 막혔어.
그 사람 숨 못 쉬다 . > 그 사람이 숨을 못 쉬어요.
다음 주 워크숍 참석 신청 필요하다 . > ",다음 주 워크숍 참석하려면 신청해야 해.
"중앙은행 기준금리 조정하다 . > 중앙은행이 기준금리를 조정했습니다.
어떤 주제 그림 그리다 ? > 어떤 주제로 그림을 그리시나요?
선생님 수업 끝나다 후 질문 받다 . > 선생님은 수업이 끝나고 나서도 질문을 받아요.
아이 그림 그리다 좋아하다 . > ",아이가 그림 그리는 걸 좋아해.
"학교 페스티벌 언제 ? > 학교 페스티벌 언제에요?
만화책 대여 하다 곳 알다 ? > 만화책 대여하는 곳 알아?
방송사 공식 홈페이지 다시 보다 있다 . > 방송사 공식 홈페이지에서 다시 볼 수 있어.
담주 특집 방송 기대 되다 . > ",담주 특집 방송이 기대돼.
"다음 작품 출연 하다 ? > 다음 작품에 출연하실 건가요?
출국 심사 게이트 어디 ? > 출국 심사는 어느 게이트에서 해요?
주말 정원 일하다 . > 나는 주말마다 정원 일을 해.
피자 치즈 추가하다 추가 비용 들다 . > ",피자 위에 치즈를 추가하려면 추가 비용이 든다.
"밤 진료 가능 ? > 밤에도 진료 가능한가요?
보고서 마감일 언제 ? > 보고서 마감일이 언제죠?
지금 순간 역사 되다 있다 . > 지금 이 순간도 역사가 되고 있어
선생님 결석 대체교사 오다 ? > ",선생님이 결석하시면 대체교사 올까?
"매달 성과 검토하다 . > 매달 성과를 검토하고 있어요.
과외비 얼마 ? > 과외비는 얼마인가요?
코드 의존성 관리 중요하다 . > 코드의 의존성 관리가 중요해.
보너스 성과 연관 있다 ? > ",보너스는 성과와 연관이 있나요?
"무거운 물건 문 막다 . > 무거운 물건들로 문을 막아요.
바로 다음 비행기 언제다 ? > 바로 다음 비행기는 언제에요?
그 게임 어떻게 다운받다 ? > 그 게임 어떻게 다운받아?
나 오늘 기분 좋다 . > ",나 오늘 기분 좋다
"이 만화 언제 연재 시작 하다 ? > 이 만화는 언제부터 연재 시작했어요?
작다 희망 크다 힘 되다 . > 작은 희망조차 큰 힘이 돼.
세미나 발표 누가 하다 ? > 세미나 발표는 누가 하나요?
오늘 새 게임 나오다 ? > ",오늘 새 게임 나왔어?
"우리 함께하다 그때 그리워하다 . > 우리가 함께한 그때가 그립다.
노래 가사 외우다 것 나 어렵다 . > 노래 가사를 외우는 것은 나에게는 어렵다.
아빠 나 운전 연습 하다 싶다 . > 아빠, 나 운전 연습 좀 하고 싶어.
가장 가깝다 지하철 역 가다 . > ",가장 가까운 지하철 역까지 가주세요.
"너 토끼 어디 있다 ? > 너의 토끼는 어디에 있어?
비행기 미리 음식 주문하다 가능 ? > 비행기에 미리 음식 주문이 가능한가요?
여행 중 행복하다 때 언제 ? > 여행 중 가장 행복했던 순간은?
행운 노래 듣다 보다 ? > ",행운의 노래를 들어봤어?
"동영상 버퍼링 되다 어떻게 하다 ? > 동영상이 버퍼링 되는데 어떻게 해야해요?
비건 음식 동물 성분 포함하다 않다 . > 비건 음식은 동물성 성분을 포함하지 않는다.
어떻게 그 생각 하다 ? > 어떻게 그 생각을 했어?
웹사이트 원하다 정보 찾다 수 없다 . > ",웹사이트에 원하는 정보를 찾을 수 없어요.
"실습 수업 어떻다 진행 ? > 실습 수업은 어떻게 진행돼요?
손님 많다 ! > 손님들이 많네요!
스웨덴 국립박물관 역사 배우다 . > 스웨덴의 국립박물관에서 역사를 배웠어.
가수 데뷔곡 큰 인기 끌다 . > ",가수의 데뷔곡은 큰 인기를 끌었다.
"시간표 바꾸다 같다 . > 시간표를 바꿔야 할 것 같아요.
그녀 인연 기뻐하다 . > 그녀와의 인연을 기뻐한다.
이 사진 어디 찍다 ? > 이 사진 어디서 찍으셨나요?
일기장 읽히다 소설 좋아하다 . > ",일기장처럼 읽히는 소설을 좋아한다.
"이곳 무료 주차 구역 ? > 이곳은 무료 주차 구역인가요?
그 책 읽다 중요하다 부분 마크 하다 . > 그는 책을 읽을 때 중요한 부분을 마크한다.
여기 직진하다 . > 여기서 직진하세요.
어제 많다 비 오다 것처럼 하다 안 오다 . > ",어제 잔뜩 비올 것처럼 했는데 안 왔어.
"새 스타트업 아이디어 생각 중 . > 새로운 스타트업 아이디어 생각 중이에요.
사장님 오늘 회사 오다 ? > 사장님 오늘 회사 오셨어?
넷플릭스 파티 어떻게 하다 ? > 넷플릭스 파티 어떻게 하는 거야?
연차 얼마 남다 ? > ",연차 얼마나 남았어?
"밥 먹다 오다 . 맛있게 드시다 ? > 밥 먹고 오신 것 같아요. 맛있게 드셨나요?
여기 직진하다 U턴 하다 . > 여기서 직진하다 U턴 해주세요.
항상 아침 알람 맞추다 . > 항상 아침에 알람을 맞춰놔
인터넷 라디오 채널 추천하다 . > ",인터넷 라디오 채널 추천해주세요.
"선생닝 새로운 프로젝트 방법론 가르치다 주다 예정이다 . > 선생님은 새로운 프로젝트 방법론을 가르쳐 줄 예정이다.
나 매일 저녁 책 읽다 . > 나는 매일 저녁에 책을 읽는다.
오늘 추천 메뉴 무엇 ? > 오늘의 추천 메뉴는 무엇인가요?
서점 할인 행사 하다 . > ",서점에서 할인 행사를 했다.
"도서관 조용하다 시간 보내다 . > 도서관에서 조용한 시간을 보냈다.
공항 내 호텔 예약하다 어디 가다 ? > 공항 내 호텔을 예약하려면 어디로 가야해요?
그 산책 이야기 나누다 . > 그와 산책하며 이야기를 나눴다.
심야버스 노선 어디 확인 가능 ? > ",심야버스 노선은 어디서 확인할 수 있나요?
"최근 다이빙 시작하다 . > 최근에는 다이빙을 시작했어.
희망 우리 앞 나아가다 하다 . > 희망은 우리를 앞으로 나아가게 해.
인생 무대 최선 다하다 . > 인생의 무대에서 최선을 다해
책 읽다 커피 마시다 . > ",책을 읽으면서 커피를 마신다.
"길 복잡하다 헷갈리다 . 어디 가다 되다 ? > 길이 복잡해서 헷갈리네요. 어디로 가면 될까요?
무슨 원인 별세 ? > 무슨 원인으로 별세하셨나요?
성과 기반 승진하다 . > 성과를 기반으로 승진하려고 해요.
다음 약속 때 어디 만나다 ? > ",다음 약속 때는 어디서 만날까?
"아기 유치원 등록 하다 ? > 아기 유치원 등록했어?
사진 스튜디오 가족 사진 찍다 . > 사진 스튜디오에서 가족 사진을 찍었다.
이 카페 디저트 맛있다 . > 이 카페의 디저트는 맛있다.
아기 기저귀 갈다 ? > ",아기 기저귀를 갈아줬어?
"농인 공동체 활발하다 소통 . > 농인 공동체는 활발하게 소통합니다.
새 취미 시작하다 . > 새로운 취미 시작했어요.
사진 기술 발전 하다 것 놀라다 . > 사진 기술이 발전하는 것이 놀랍다.
클랜 초대 하다 . > ",클랜에 초대해줘.
"담임 선생님 누구 ? > 담임 선생님은 누구세요?
책 추천하다 ? > 책 좀 추천해줄래요?
생일 때마다 회상 생각 하다 . > 생일마다 회상하며 지난 해를 생각한다.
웹사이트 개인정보 어떻게 삭제하다 ? > ",웹사이트에서 제 개인정보를 어떻게 삭제하나요?
"그 사회생활 항상 성실하다 . > 그는 사회생활에서 항상 성실해.
어제 친구 영화 보다 . > 어제 친구와 영화를 봤어
야외 캠핑 음식 만들다 . > 야외에서는 캠핑 음식을 만들었다.
나 그 소식 충격 받다 . > ",나는 그 소식에 충격을 받았다.
"햄스터 집 작다 . > 햄스터의 집은 작아
비비큐 파티 고기 많이 구우다 . > 비비큐 파티에서는 고기를 많이 구웠다.
연차 사용 신청 어떻다 하다 ? > 연차를 쓰려면 어떻게 신청해?
내 캐릭터 레벨 업 하다 되다 . > ",내 캐릭터 레벨 업 해야겠다.
"청각장애인 위한 행사 정보 어디 알다 ? > 청각장애인을 위한 행사 정보를 어디서 알 수 있을까요?
그녀 학생 생태학 대하다 가르치다 주다 . > 그녀는 학생들에게 생태학에 대해 가르쳐 주었다.
의사 선생님 무슨 질문 있다 ? > 의사 선생님께 무슨 질문이 있어요?
코어 운동 집중 하다 해보다 . > ",코어 운동 좀 더 집중해서 해보세요.
"무엇 하다 싶다 ? > 무엇을 하고 싶어?
이 티켓 몇 번 이용 가능 ? > 이 티켓으로 몇 번 이용할 수 있나요?
약속 날짜 정하다 . > 약속 날짜를 정해주세요
오늘 수업 끝나다 친구 점심 먹다 . > ",오늘 수업 끝나고 친구들과 점심 먹을 거야.
"그 의사소통 수화 사용하다 . > 그는 의사소통을 위해 수화를 사용해요.
그 방송 후기 좋다 . > 그 방송에 대한 후기가 좋더라.
저기 무엇 먹다 곳 있다 ? > 저기 뭐 먹는 곳 있어?
아이 요리 하다 시간 좋다 . > ",아이들과 요리하는 시간이 좋아.
"식물 물 주다 기분 좋아지다 . > 식물에게 물을 주면서 기분이 좋아졌다.
아빠 케이크 만들다 주다 . > 아빠가 생일 케이크를 만들어 주셨다.
선생님 숙제 오늘 있다 ? > 선생님, 오늘 숙제 있어요?
너 같이 여행 가다 싶다 . > ",너랑 같이 여행 가고 싶어.
"이번 달 고용률 높아지다 . > 이번 달 고용률이 높아졌습니다.
약속 장소 백화점 앞 . > 약속 장소는 백화점 앞이에요
나 그 동일하다 의견 있다 . > 나는 그와 동일한 의견을 가지고 있어.
응급 상황 매뉴얼 찾다 . > ",응급 상황 매뉴얼을 찾아요.
"전공 책 추천하다 . > 전공 책 추천해주세요.
우체국 택배 신뢰 가능 . > 우체국 택배는 신뢰할 수 있어.
인간 소통 세상 평화롭다 만들다 . > 인간의 소통은 세상을 평화롭게 만들어
세계 어린이 희망 미래이다 . > ",세계의 어린이들은 희망의 미래야
"주식 시장 불안 . > 주식 시장이 불안해.
다음 진료 언제 ? > 다음 진료는 언제인가요?
목표치 도달하다 안하다 . > 목표치에 도달하지 못했어요.
노르웨이 피요르드 자연 아름답다 느끼다 . > ",노르웨이의 피요르드는 자연의 아름다움을 느꼈어.
"이 작품 평가 좋다 왜 그렇다 알다 ? > 이 작품 평가가 좋던데 왜 그런지 알아?
대학원 학생회 가입하다 . > 대학원 학생회에 가입하려고 해요.
연말정산 자료 제출 마감 다가오다 . > 연말정산 자료 제출 마감이 다가오고 있어.
내일 우체국 택배 받다 가다 . > ",내일 우체국에 택배를 받으러 가야 돼.
"이 식당 분위기 좋다 . > 이 식당의 분위기가 좋아.
고전 문학 읽다 것 쉽다 않다 . > 고전 문학을 읽는 것은 쉽지 않다.
간장 더 주다 가능 ? > 간장을 더 주실 수 있나요?
엄마 내 방 청소 도우다 . > ","엄마, 내 방 청소 좀 도와줘."
"생일날 좋아하다 음식 먹다 . > 생일날은 항상 내가 좋아하는 음식을 먹는다.
터키 카파도키아 열기구 타다 . > 터키의 카파도키아에서는 열기구를 탔어.
그 책 후기 블로그 올리다 . > 그는 책의 후기를 블로그에 올렸다.
청소당번 목록 어디 있다 ? > ",청소당번 목록 어디 있어?
"모든 생명체 소중하다 . > 모든 생명체는 소중하다
아이 스케이트 타다 배우다 . > 아이가 스케이트 타는 걸 배웠어.
파스타 파마산 치즈 뿌리다 . > 파스타에 파마산 치즈를 뿌려주세요.
저녁 9시 뉴스 보다 . > ",저녁 9시에는 뉴스를 봐
"비행기 탑승 언제까지 가능 ? > 비행기 탑승은 언제까지 가능해요?
나 사진 인화 하다 앨범 넣다 . > 내 사진을 인화해서 앨범에 넣었다.
호텔 어디 예약 ? > 호텔은 어디로 하셨어요?
이동 교체 신호 주다 . > ",이동 교체할 때 신호 줄게.
"핸드폰 배터리 빨리 닳다 . > 핸드폰 배터리가 빨리 닳아.
연구 데이터 분실하다 . > 연구 데이터를 분실했어요.
기차 여행 계획 중이다 . > 기차 여행을 계획 중이다.
수액 맞다 있다 . > ",수액을 맞고 있습니다.
"세관 심사 시간 얼마나 걸리다 ? > 세관 심사에 걸리는 시간이 얼마나 걸려요?
알고리즘 문제 해결 하다 어렵다 . > 알고리즘 문제 해결하는 게 어려워.
매일 밤 10시 잠들다 . > 매일 밤 10시에 잠들어
환율 변동 크다 . > ",환율 변동이 크네.
"이 책 다양하다 사진 그림 포함 되다 있다 . > 이 책은 다양한 사진과 그림이 포함되어 있다.
그녀 데이트 장소 고민 하다 . > 그녀와 데이트 장소를 고민했다.
온라인 게임 친구 어떻게 추가하다 ? > 온라인 게임에서 친구를 어떻게 추가하나요?
커피 차 좋다 . > ",커피보다는 차를 더 좋아해.
"긴급 상황 때 대피 경로 어떻게 되다 ? > 긴급 상황 발생 시 대피 경로는 어떻게 되나요?
잠시 기다리다 . 친구 기다리다 . > 잠시만 기다려 주세요. 친구를 기다리고 있어요.
사진 속 많다 추억 담기다 있다 . > 사진 속에는 많은 추억이 담겨 있다.
아이 영양제 주다 되다 ? > ",아이에게 영양제를 주어야 할까?
"언니 내 말 듣다 화나다 . > 언니가 내 말 듣고 화냈나 봐.
이번 주 커뮤니티 모임 있다 ? > 이번 주에 커뮤니티 모임 있나요?
돈까스 소스 따로 주다 . > 돈까스 소스를 따로 주세요.
내일 체육 시간 무엇 하다 ? > ",내일 교통체육 시간에 뭐 하지?
"주말 다시 약속 잡다 보다 ? > 우리 주말에 다시 약속을 잡아볼까?
서버 다운 되다 긴급 조치 하다 . > 서버 다운돼서 긴급 조치했어.
세상 모든 사람 자유 꿈꾸다 . > 세상의 모든 사람은 자유를 꿈꾼다
포크 주다 가능 ? > ",포크 주실 수 있나요?
"다시는 너에게 연락 안하다 . > 다시는 너한테 연락 안 할 거야.
포토샵 사진 수정 하다 . > 포토샵으로 사진을 수정했다.
애완 동물 아프다 병원 가다 . > 애완 동물이 아파서 병원에 데려갔다.
어디 그 소식 듣다 ? > ",어디서 그 소식을 들었어?
"그 날 약속 있다 안 되다 것 같다 . > 그 날 약속 있어서 안 될 것 같아
내일 팀 미팅 있다 . > 내일 팀 미팅 있어.
학교 기숙사 어떻다 신청 ? > 학교 기숙사 어떻게 신청해요?
책 내용 토대 토론 하다 . > ",책의 내용을 토대로 토론을 했다.
"행운 빌다 . > 행운을 빌어요
내일 수업 없다 학교 안 가다 . > 내일 수업이 없어서 학교 안 가도 돼.
고양이 생선 먹다 좋아하다 . > 고양이는 생선을 먹는 것을 좋아해
학교 앞 친구 만나다 . > ",학교 앞에서 친구 만나기로 했어요.
"밥 먹다 ? > 밥 먹었어요?
지도 교수님 의견 듣다 . > 지도 교수님 의견 듣고 싶어요.
토요일 영화 보다 가다 ? > 토요일에 영화 보러 갈래?
매일 같다 운동 하다 안 좋다 . > ",매일 같은 운동만 하면 안 좋아.
